2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045
2.874800956,2.974621469,3.058140504,3.209100274,3.717517825,3.64662487,3.657555878,3.562048386,3.317234858,3.349844927,3.361087088,3.377863551,3.400322617,3.424953557,3.453776897,3.486479239,3.522817132,3.584798971,3.628796956,3.67593851,3.44663136,3.465404643,3.497778968,3.51740142
2.516306985,1.666885781,1.678274231,1.768859604,2.673695309,2.721190252,2.754751962,2.710525212,2.556616085,2.599872858,2.627079558,2.657760933,2.621820159,2.654773996,2.690944173,2.730139611,2.772215517,2.83364733,2.881919847,2.932795268,2.715777479,2.76202567,2.798433341,2.82573707
2.589640823,1.378952701,1.48544292,1.60805721,1.998951925,2.066864109,2.119876682,2.115524108,2.029726524,2.082575046,2.123045682,2.165355466,2.09950109,2.140574156,2.18402422,2.229768774,2.277750728,2.340566259,2.393545851,2.448674222,2.297096705,2.348115066,2.416317824,2.48465995
2.366976746,1.23787665,1.336460324,1.450269156,1.823684618,1.89079533,1.94406119,1.945174222,1.872110025,1.924171491,1.96491346,2.007243962,1.927285743,1.967298133,2.009570865,2.054028833,2.100620602,2.160861934,2.212209784,2.265615042,2.12981149,2.179518783,2.246771073,2.314041489
2.372820782,1.2879715,1.382933012,1.492765091,1.850604223,1.912202983,1.960223717,1.955147775,1.874661658,1.923170688,1.96028734,1.999199565,1.917878706,1.954616251,1.993709242,2.035062001,2.078606126,2.135953847,2.184319237,2.234762493,2.094876335,2.141806083,2.203863923,2.266009463
2.36382938,1.193485978,1.27521058,1.370386006,1.718582604,1.777256443,1.823331628,1.820180357,1.747046538,1.79347811,1.829354709,1.866911322,1.772909445,1.807438442,1.84427291,1.883314185,1.924491048,1.978572703,2.024409542,2.072262327,1.943623176,1.988384048,2.047134167,2.106109294
2.348009264,1.036766132,1.105486836,1.186231176,1.536637509,1.596646255,1.645021572,1.649649351,1.591889148,1.639038312,1.676710531,1.715754006,1.605884426,1.640662134,1.677620659,1.716674102,1.757761408,1.810554448,1.856079107,1.903540629,1.792123882,1.836865205,1.896302915,1.956091321
2.475181966,1.031405458,1.094629036,1.169302458,1.530454191,1.590549675,1.639053478,1.644001429,1.586822075,1.634064557,1.671870814,1.711042171,1.599771309,1.634592277,1.671598239,1.710703049,1.751845467,1.804659731,1.85024511,1.897770889,1.787023511,1.831853389,1.890996388,1.950694679
2.505089235,1.079036173,1.140059599,1.21232722,1.594563059,1.655716538,1.704834245,1.708508968,1.64741382,1.695442486,1.73363559,1.773262549,1.667635358,1.703310834,1.741203441,1.781226964,1.823320287,1.877522275,1.924143016,1.972736666,1.85644434,1.902157658,1.961907308,2.02247028
2.335786458,1.065856617,1.124412913,1.194014329,1.606504327,1.672283839,1.725628369,1.733298563,1.675801296,1.726934839,1.768096012,1.810580852,1.707269102,1.745821971,1.786552553,1.829388501,1.874280268,1.931395246,1.980830836,2.032250997,1.916352627,1.964686309,2.028360067,2.093094572
2.101991795,1.045094715,1.10106827,1.167838689,1.597918921,1.666523681,1.722558698,1.733259116,1.679211889,1.732283685,1.775401748,1.81976007,1.715233774,1.755507198,1.797936823,1.842458394,1.889029128,1.947796593,1.998919969,2.052036539,1.937942243,1.987901777,2.054008184,2.121338143
2.30576413,1.615085851,1.600324342,1.632202615,2.168321846,2.234793074,2.285579666,2.273931918,2.173779408,2.22617208,2.265225093,2.306455959,2.248023692,2.288822104,2.332189334,2.378023614,2.426252529,2.490484396,2.544028055,2.599845349,2.432762253,2.484241959,2.557109365,2.624794074
2.473870149,1.843513957,1.858165249,1.924500699,2.502325476,2.578263145,2.635940544,2.621466593,2.504807683,2.564009312,2.607743109,2.653912666,2.62449774,2.67219135,2.722595981,2.775620511,2.831202363,2.90510395,2.966463984,3.030282727,2.835707276,2.894097172,2.977940297,3.056177748
2.823277322,2.181725483,2.227290502,2.330398975,2.917412197,2.994461972,3.050838113,3.022707642,2.875167141,2.935806446,2.978493568,3.024244927,3.025918645,3.075664362,3.128426563,3.184092195,3.242581712,3.322204851,3.387075996,3.454636003,3.222618894,3.283836424,3.371684294,3.453164864
2.813872838,2.400623585,2.462423792,2.585278784,3.180488212,3.258024152,3.313519364,3.276725305,3.109620463,3.171534385,3.21398225,3.25996643,3.270499657,3.321527939,3.375877583,3.433410959,3.494029297,3.577643855,3.645188726,3.715644182,3.460699513,3.524405675,3.615013892,3.698936597
2.809316395,2.356761101,2.416514292,2.536582454,3.112009636,3.186983878,3.240488053,3.203677679,3.039347765,3.099444832,3.140520223,3.185095478,3.189632252,3.238864414,3.291393831,3.347078868,3.405817214,3.487071158,3.552638968,3.621077713,3.371559089,3.433494382,3.521621823,3.602983536
2.820685842,2.324037469,2.381015937,2.497792926,3.071830029,3.146638978,3.200205769,3.164648812,3.003237038,3.063122368,3.104223464,3.148760662,3.150992585,3.19998296,3.252234323,3.307607646,3.366002642,3.44663502,3.511790194,3.579788862,3.333817583,3.395392522,3.483049469,3.564005057
2.077709142,2.4837209,2.551112152,2.680722384,3.267847778,3.343245543,3.396262455,3.354324803,3.178400231,3.23902615,3.27969591,3.324099339,3.340625109,3.390627986,3.444039548,3.500710236,3.560531617,3.643922706,3.710795351,3.780623119,3.517023969,3.580000251,3.66929771,3.751681885
2.070218041,2.38787257,2.447444378,2.567660344,3.161871628,3.238919228,3.294069414,3.257473938,3.091331384,3.15290093,3.195123487,3.240868074,3.249607076,3.300277181,3.354262221,3.411423921,3.471662929,3.554770729,3.62191328,3.691957477,3.438573055,3.501930115,3.591935398,3.675291945
2.064173099,2.329876349,2.383850836,2.497399616,3.081593587,3.157086787,3.211276548,3.17608539,3.014654369,3.075160613,3.116831583,3.16195476,3.161984404,3.21146058,3.264229749,3.32015154,3.379124692,3.460429747,3.526224413,3.594890859,3.348503597,3.410746705,3.498981974,3.580661291
2.350854698,2.380433743,2.437895636,2.555648983,3.10868665,3.178402297,3.227048001,3.185337725,3.016134443,3.072732995,3.110405971,3.151722181,3.154095644,3.200093921,3.249445029,3.301990675,3.357614692,3.435695568,3.498149687,3.563469189,3.312592794,3.371626105,3.454978277,3.531446164
3.047096731,3.014708368,3.118452806,3.292282834,3.848806165,3.869196118,3.902908344,3.824965471,3.59007632,3.639830516,3.666629694,3.698495326,3.752775004,3.793826223,3.838855147,3.887626512,3.939962129,4.019391127,4.079528143,4.142880305,3.82397041,3.879971597,3.957673194,4.026879128
2.987709693,3.068403304,3.175560462,3.35363994,3.900080412,3.896673492,3.924923066,3.840381953,3.597397175,3.64348331,3.666507776,3.694822041,3.748013263,3.785690071,3.827447858,3.873029661,3.922239407,3.998738451,4.055825878,4.116153056,3.798726865,3.845887604,3.919125811,3.983582045
2.975822124,3.088639653,3.192905478,3.367894229,3.914284294,3.896321309,3.921102363,3.832894703,3.586025019,3.629663177,3.650276097,3.676292328,3.72792482,3.763334029,3.802872524,3.846270771,3.893322276,3.967663554,4.022608308,4.080795217,3.776902024,3.807559664,3.877446319,3.938505313
2.165997443,3.114740915,3.211361954,3.378034349,3.931424681,3.893417882,3.913175035,3.819709806,3.567360539,3.607282238,3.624222963,3.646699966,3.700092707,3.73219292,3.768447719,3.808573537,3.852352088,3.923373577,3.975001309,4.029843837,3.744524274,3.766755838,3.81686645,3.872606939
2.11256127,1.709186345,1.720863799,1.813538262,2.80361925,2.869110127,2.915422198,2.88032009,2.730293754,2.783122213,2.818849554,2.857794751,2.845602749,2.887901827,2.93327056,2.981564677,3.032678376,3.104085947,3.16144624,3.221433094,2.996227355,3.050591087,3.100016858,3.140765687
1.632832148,1.408229562,1.513060348,1.633921531,2.110995759,2.191219309,2.254927396,2.258222227,2.175664026,2.236555604,2.284187797,2.333446306,2.287203096,2.336117854,2.387290147,2.440676394,2.496251955,2.567452218,2.628072717,2.69086432,2.532418866,2.590269616,2.668693406,2.747861532
1.657530272,1.306619855,1.398338821,1.504691802,1.978234614,2.056835327,2.119808947,2.126296148,2.052416196,2.112091508,2.159330056,2.208041054,2.149588771,2.197090008,2.246783326,2.298626423,2.352595388,2.421293846,2.480143246,2.541101976,2.394377783,2.450765944,2.527053893,2.604250977
1.960137129,1.294450645,1.383771084,1.487446617,1.863480148,1.927712711,1.978502401,1.976027844,1.897720714,1.949383846,1.989696115,2.031933696,1.923260371,1.961969992,2.003311768,2.047170554,2.093462912,2.153883497,2.205454167,2.259318317,2.121460672,2.172123483,2.237868674,2.304186243
1.594780052,1.238522704,1.321082982,1.417280964,1.783473601,1.845640452,1.894972964,1.893376499,1.819229553,1.86941733,1.908763527,1.949970416,1.833963604,1.871150197,1.910937267,1.953207342,1.997874831,2.056120404,2.105961861,2.158055832,2.026884328,2.076037216,2.139588359,2.203737634
1.612223903,1.180379091,1.257585447,1.347844755,1.698914522,1.758803645,1.806528002,1.805796182,1.735983515,1.784617098,1.82295641,1.863099803,1.737871657,1.773406134,1.811523173,1.852101212,1.895051081,1.951007701,1.999042997,2.049297583,1.925279115,1.972893271,2.034276654,2.096220993
1.586400653,1.154151002,1.22835272,1.315283517,1.660402677,1.719169865,1.76607657,1.76564856,1.697717162,1.745563126,1.783362643,1.822939714,1.693980485,1.728705308,1.766000418,1.80574258,1.847841134,1.902681902,1.949818118,1.999154905,1.878327095,1.925156178,1.985399566,2.046203902
1.614182542,1.175663389,1.25223767,1.341797932,1.697574069,1.758154571,1.806521182,1.806487708,1.737442827,1.786510813,1.825279909,1.865828413,1.741231017,1.777179656,1.815697358,1.856665304,1.89999658,1.956326733,2.004733564,2.055356059,1.931639254,1.979589222,2.041512715,2.104033275
1.957738784,1.256142116,1.343390105,1.444772203,1.801061887,1.862718657,1.911497468,1.908815566,1.832844089,1.882785895,1.921796089,1.962717756,1.846487198,1.88343366,1.923013229,1.96510448,2.009618636,2.067836295,2.117570732,2.169576487,2.036750869,2.085819431,2.149341902,2.213317984
1.947104151,1.30617099,1.405856151,1.521005702,1.848929093,1.90872209,1.955540958,1.949434874,1.868015952,1.91693099,1.954671605,1.994469829,1.87833428,1.914326289,1.953036597,1.9943323,2.038115331,2.095933338,2.145049964,2.196482555,2.058934011,2.107445689,2.170383129,2.23337728
2.859627559,2.80705164,2.885448855,3.029446994,3.507552823,3.450926655,3.464687218,3.377995703,3.150257057,3.184148711,3.19787592,3.216839344,3.215141653,3.240275641,3.269535088,3.302614748,3.339277733,3.400338246,3.444525532,3.491820439,3.269807684,3.289061828,3.322762028,3.3512351
2.947387296,3.408166421,3.53949567,3.746680682,4.285075603,4.204219522,4.215770654,4.104450788,3.820901242,3.856907808,3.868166168,3.885688071,3.956086324,3.985000203,4.018428919,4.056043357,4.097588474,4.168506296,4.218430106,4.271767195,3.995020467,4.015959322,4.054014825,4.079237708
3.071716811,3.767889537,3.937647924,4.190179375,4.744323912,4.641284103,4.649944479,4.522653972,4.204939476,4.2412582,4.250217056,4.266127624,4.371777983,4.401845288,4.436735968,4.476095528,4.51964904,4.595507002,4.648030656,4.704187383,4.403645102,4.425245263,4.465466179,4.489949382
3.199569631,4.180049902,4.376427013,4.662288382,5.250735698,5.099823163,5.100147949,4.950522158,4.591038301,4.624318908,4.627606506,4.638808883,4.769111561,4.796944613,4.83010128,4.868171507,4.910835873,4.988959409,5.041389276,5.097756998,4.795786857,4.816735343,4.854235249,4.875004138
3.199498545,4.183762466,4.383050897,4.671567633,5.244665636,5.081415407,5.078688237,4.926369697,4.564746068,4.595766658,4.596934355,4.606090596,4.73374165,4.759453071,4.790517131,4.826513557,4.867114398,4.943051795,4.993404403,5.047686335,4.759008065,4.778921856,4.814598451,4.833250274
3.180501885,4.129882918,4.324978814,4.608445519,5.180564784,5.025980325,5.024938845,4.876038668,4.520228262,4.552089212,4.554408162,4.564576045,4.689680523,4.71610455,4.747809873,4.784385527,4.825511083,4.901590244,4.952366249,5.00703328,4.715848984,4.736050653,4.772428873,4.791972259
3.195285352,4.26885855,4.47307332,4.767677029,5.358307484,5.196397345,5.194710142,5.040105565,4.671531936,4.703965934,4.705851116,4.715857709,4.851931918,4.879125663,4.911744875,4.949367538,4.991664622,5.070080342,5.122301209,5.178519444,4.87704663,4.897754665,4.934806578,4.954718422
3.417757134,4.265067765,4.469241473,4.763666824,5.349599141,5.183382217,5.18054195,5.025095154,4.656136883,4.687649912,4.688698654,4.697882286,4.833370287,4.85971856,4.891490104,4.928260144,4.96969729,5.047159245,5.098493098,5.153811597,4.85757995,4.877845359,4.914067352,4.933094503
3.436105531,4.244670246,4.446660823,4.738423015,5.320742227,5.152432159,5.148795506,4.993408802,4.625729458,4.656427888,4.656844291,4.665364302,4.800225747,4.825834248,4.856834504,4.89280215,4.933405969,5.009810558,5.060239062,5.114621147,4.823303909,4.843132297,4.878534903,4.896773166
3.41854782,4.159161585,4.348618854,4.625828697,5.194927678,5.012233733,5.004316428,4.848525247,4.485926414,4.512792945,4.510258122,4.515766773,4.638600801,4.660435281,4.687619252,4.71971913,4.756395624,4.827924954,4.874236768,4.924424449,4.660561355,4.678486643,4.70949612,4.72362786
4.669269395,4.662356536,4.880523767,5.194168729,5.812541034,5.570396972,5.551385767,5.367352603,4.95277954,4.974830677,4.964219276,4.96277456,5.127199886,5.145673612,5.169996093,5.199674322,5.234321225,5.307572295,5.352646532,5.40188399,5.13650042,5.152944855,5.179517342,5.188082086
4.662300149,4.548880676,4.763867313,5.073069958,5.665277078,5.426369748,5.407322017,5.227501725,4.823070407,4.844308334,4.833752276,4.83216635,4.984880494,5.002327532,5.02553199,5.054005967,5.087366228,5.15836281,5.201954938,5.249636191,4.99584641,5.011750393,5.037797148,5.045900163
3.447710129,4.403231554,4.601606272,4.891374769,5.481078455,5.25309046,5.235608304,5.06255801,4.672136612,4.693488438,4.684069092,4.683322866,4.823800429,4.841061229,4.863935335,4.891947938,4.924726144,4.9939664,5.036716662,5.08345767,4.837018983,4.852742439,4.878069355,4.886076081
3.436487975,4.380947948,4.5682757,4.845604764,5.442010368,5.203488783,5.183071548,5.00836293,4.618126128,4.63703696,4.625490113,4.622626893,4.765863534,4.775748184,4.796332844,4.822032171,4.852467811,4.919017173,4.95933145,5.003594559,4.771769357,4.786297656,4.808448194,4.813576113
3.396347344,2.478376209,2.4953089,2.651223439,3.847923788,3.79831941,3.814720688,3.720500634,3.471086467,3.50808067,3.522694388,3.542816791,3.588101017,3.617345447,3.65071957,3.687932165,3.728758301,3.79618289,3.844728099,3.896433976,3.631425694,3.652215873,3.646221572,3.656241699
3.192142901,1.822619093,1.897789448,2.000543386,2.535812531,2.60419604,2.654632819,2.63170018,2.505024218,2.559104094,2.597608548,2.638794231,2.612494887,2.65563265,2.701556224,2.750151357,2.801336211,2.870989628,2.927958148,2.987374568,2.787090218,2.841258218,2.913694446,2.985223518
